"Código de Ruta","Descripción de la ruta","Código recorrido ","Descripción del recorrido","Sentido","Dia","Mes","Año","Cantidad de Pasajeros Regulares","Cantidad de Adultos Mayores","Ingresos"
"RF002","INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III","T4465","INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III","Destino – Origen","11","12","2023","450","","285750"
"RF002","INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III","T4465","INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III","Destino – Origen","8","12","2023","324","","205740"
"RF002","INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III","T4465","INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III","Destino – Origen","7","12","2023","398","","252730"
"RF002","INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III","T4465","INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III","Destino – Origen","6","12","2023","478","","303530"
"RF002","INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III","T4465","INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III","Destino – Origen","5","12","2023","403","","255905"
"RF002","INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III","T4465","INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III","Destino – Origen","4","12","2023","402","","255270"
"RF002","INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III","T4465","INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III","Origen – Destino","22","12","2023","267","","169545"
"RF002","INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III","T4465","INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III","Origen – Destino","21","12","2023","348","","220980"
"RF002","INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III","T4465","INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III","Origen – Destino","20","12","2023","408","","259080"
"RF002","INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III","T4465","INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III","Origen – Destino","19","12","2023","413","","262255"
"RF002","INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III","T4465","INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III","Origen – Destino","18","12","2023","385","","244475"
"RF002","INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III","T4465","INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III","Origen – Destino","15","12","2023","369","","234315"
"RF002","INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III","T4465","INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III","Origen – Destino","14","12","2023","402","","255270"
"RF002","INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III","T4465","INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III","Origen – Destino","13","12","2023","406","","257810"
"RF002","INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III","T4465","INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III","Origen – Destino","12","12","2023","431","","273685"
"RF002","INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III","T4465","INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III","Origen – Destino","11","12","2023","397","","252095"
"RF002","INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III","T4465","INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III","Origen – Destino","8","12","2023","332","","210820"
"RF002","INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III","T4465","INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III","Origen – Destino","7","12","2023","410","","260350"
"RF002","INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III","T4465","INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III","Origen – Destino","6","12","2023","383","","243205"
"RF002","INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III","T4465","INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III","Origen – Destino","5","12","2023","465","","295275"
"RF002","INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III","T4465","INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III","Origen – Destino","4","12","2023","404","","256540"
"RF001","ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN","T4464","ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN","Destino – Origen","22","12","2023","197","","93575"
"RF001","ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN","T4464","ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN","Destino – Origen","21","12","2023","236","","112100"
"RF001","ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN","T4464","ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN","Destino – Origen","20","12","2023","204","","96900"
"RF001","ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN","T4464","ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN","Destino – Origen","19","12","2023","284","","134900"
"RF001","ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN","T4464","ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN","Destino – Origen","18","12","2023","354","","168150"
"RF001","ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN","T4464","ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN","Destino – Origen","15","12","2023","232","","110200"
"RF001","ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN","T4464","ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN","Destino – Origen","14","12","2023","269","","127775"
"RF001","ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN","T4464","ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN","Destino – Origen","13","12","2023","229","","108775"
"RF001","ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN","T4464","ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN","Destino – Origen","12","12","2023","312","","148200"
"RF001","ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN","T4464","ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN","Destino – Origen","11","12","2023","305","","144875"
"RF001","ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN","T4464","ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN","Destino – Origen","8","12","2023","337","","160075"
"RF001","ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN","T4464","ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN","Destino – Origen","7","12","2023","335","","159125"
"RF001","ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN","T4464","ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN","Destino – Origen","6","12","2023","310","","147250"
"RF001","ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN","T4464","ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN","Destino – Origen","5","12","2023","215","","102125"
"RF001","ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN","T4464","ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN","Destino – Origen","4","12","2023","270","","128250"
"RF001","ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN","T4464","ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN","Origen – Destino","22","12","2023","180","","85500"
"RF001","ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN","T4464","ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN","Origen – Destino","21","12","2023","262","","124450"
"RF001","ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN","T4464","ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN","Origen – Destino","20","12","2023","333","","158175"
"RF001","ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN","T4464","ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN","Origen – Destino","19","12","2023","324","","153900"
"RF001","ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN","T4464","ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN","Origen – Destino","18","12","2023","178","8","84550"
"RF001","ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN","T4464","ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN","Origen – Destino","15","12","2023","369","","175275"
"RF001","ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN","T4464","ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN","Origen – Destino","14","12","2023","355","","168625"
"RF001","ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN","T4464","ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN","Origen – Destino","13","12","2023","429","","203775"
"RF001","ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN","T4464","ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN","Origen – Destino","12","12","2023","311","13","147725"
"RF001","ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN","T4464","ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN","Origen – Destino","11","12","2023","326","","154850"
"RF001","ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN","T4464","ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN","Origen – Destino","8","12","2023","332","","157700"
"RF001","ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN","T4464","ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN","Origen – Destino","7","12","2023","309","","146775"
"RF001","ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN","T4464","ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN","Origen – Destino","6","12","2023","372","","176700"
"RF001","ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN","T4464","ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN","Origen – Destino","5","12","2023","393","","18675"
"RF001","ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN","T4464","ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN","Origen – Destino","4","12","2023","322","1","152950"
"RF005","ALAJUELA - HEREDIA Y VICEVERSA","T4471","ALAJUELA - HEREDIA Y VICEVERSA","Destino – Origen","30","11","2023","109","","87200"
"RF005","ALAJUELA - HEREDIA Y VICEVERSA","T4471","ALAJUELA - HEREDIA Y VICEVERSA","Destino – Origen","29","11","2023","380","","304000"
"RF005","ALAJUELA - HEREDIA Y VICEVERSA","T4471","ALAJUELA - HEREDIA Y VICEVERSA","Destino – Origen","28","11","2023","319","","255200"
"RF005","ALAJUELA - HEREDIA Y VICEVERSA","T4471","ALAJUELA - HEREDIA Y VICEVERSA","Destino – Origen","27","11","2023","361","","288800"
"RF005","ALAJUELA - HEREDIA Y VICEVERSA","T4471","ALAJUELA - HEREDIA Y VICEVERSA","Destino – Origen","24","11","2023","343","","274400"
"RF005","ALAJUELA - HEREDIA Y VICEVERSA","T4471","ALAJUELA - HEREDIA Y VICEVERSA","Destino – Origen","23","11","2023","377","","301600"
"RF005","ALAJUELA - HEREDIA Y VICEVERSA","T4471","ALAJUELA - HEREDIA Y VICEVERSA","Destino – Origen","22","11","2023","241","","192800"
"RF005","ALAJUELA - HEREDIA Y VICEVERSA","T4471","ALAJUELA - HEREDIA Y VICEVERSA","Destino – Origen","21","11","2023","316","","252800"
"RF005","ALAJUELA - HEREDIA Y VICEVERSA","T4471","ALAJUELA - HEREDIA Y VICEVERSA","Destino – Origen","20","11","2023","339","","271200"
"RF005","ALAJUELA - HEREDIA Y VICEVERSA","T4471","ALAJUELA - HEREDIA Y VICEVERSA","Destino – Origen","17","11","2023","342","","273600"
"RF005","ALAJUELA - HEREDIA Y VICEVERSA","T4471","ALAJUELA - HEREDIA Y VICEVERSA","Destino – Origen","16","11","2023","364","","291200"
"RF005","ALAJUELA - HEREDIA Y VICEVERSA","T4471","ALAJUELA - HEREDIA Y VICEVERSA","Destino – Origen","15","11","2023","376","","300800"
"RF005","ALAJUELA - HEREDIA Y VICEVERSA","T4471","ALAJUELA - HEREDIA Y VICEVERSA","Destino – Origen","14","11","2023","311","","248800"
"RF005","ALAJUELA - HEREDIA Y VICEVERSA","T4471","ALAJUELA - HEREDIA Y VICEVERSA","Destino – Origen","13","11","2023","300","","240000"
"RF005","ALAJUELA - HEREDIA Y VICEVERSA","T4471","ALAJUELA - HEREDIA Y VICEVERSA","Destino – Origen","10","11","2023","344","","275200"
"RF005","ALAJUELA - HEREDIA Y VICEVERSA","T4471","ALAJUELA - HEREDIA Y VICEVERSA","Destino – Origen","9","11","2023","349","","279200"
"RF005","ALAJUELA - HEREDIA Y VICEVERSA","T4471","ALAJUELA - HEREDIA Y VICEVERSA","Destino – Origen","8","11","2023","352","","281600"
"RF005","ALAJUELA - HEREDIA Y VICEVERSA","T4471","ALAJUELA - HEREDIA Y VICEVERSA","Destino – Origen","7","11","2023","340","","272000"
"RF005","ALAJUELA - HEREDIA Y VICEVERSA","T4471","ALAJUELA - HEREDIA Y VICEVERSA","Destino – Origen","6","11","2023","342","","273600"
"RF005","ALAJUELA - HEREDIA Y VICEVERSA","T4471","ALAJUELA - HEREDIA Y VICEVERSA","Destino – Origen","3","11","2023","310","","248000"
"RF005","ALAJUELA - HEREDIA Y VICEVERSA","T4471","ALAJUELA - HEREDIA Y VICEVERSA","Destino – Origen","2","11","2023","326","","260800"
"RF005","ALAJUELA - HEREDIA Y VICEVERSA","T4471","ALAJUELA - HEREDIA Y VICEVERSA","Destino – Origen","1","11","2023","466","","372800"
"RF005","ALAJUELA - HEREDIA Y VICEVERSA","T4471","ALAJUELA - HEREDIA Y VICEVERSA","Origen – Destino","30","11","2023","193","","154400"
"RF005","ALAJUELA - HEREDIA Y VICEVERSA","T4471","ALAJUELA - HEREDIA Y VICEVERSA","Origen – Destino","29","11","2023","295","","236000"
"RF005","ALAJUELA - HEREDIA Y VICEVERSA","T4471","ALAJUELA - HEREDIA Y VICEVERSA","Origen – Destino","28","11","2023","379","","303200"
"RF005","ALAJUELA - HEREDIA Y VICEVERSA","T4471","ALAJUELA - HEREDIA Y VICEVERSA","Origen – Destino","27","11","2023","311","","248800"
"RF005","ALAJUELA - HEREDIA Y VICEVERSA","T4471","ALAJUELA - HEREDIA Y VICEVERSA","Origen – Destino","24","11","2023","294","","235200"
"RF005","ALAJUELA - HEREDIA Y VICEVERSA","T4471","ALAJUELA - HEREDIA Y VICEVERSA","Origen – Destino","23","11","2023","322","","257600"
"RF005","ALAJUELA - HEREDIA Y VICEVERSA","T4471","ALAJUELA - HEREDIA Y VICEVERSA","Origen – Destino","22","11","2023","306","","244800"
"RF005","ALAJUELA - HEREDIA Y VICEVERSA","T4471","ALAJUELA - HEREDIA Y VICEVERSA","Origen – Destino","21","11","2023","414","","331200"
"RF005","ALAJUELA - HEREDIA Y VICEVERSA","T4471","ALAJUELA - HEREDIA Y VICEVERSA","Origen – Destino","20","11","2023","381","","304800"
"RF005","ALAJUELA - HEREDIA Y VICEVERSA","T4471","ALAJUELA - HEREDIA Y VICEVERSA","Origen – Destino","17","11","2023","279","","223200"
"RF005","ALAJUELA - HEREDIA Y VICEVERSA","T4471","ALAJUELA - HEREDIA Y VICEVERSA","Origen – Destino","16","11","2023","365","","292000"
"RF005","ALAJUELA - HEREDIA Y VICEVERSA","T4471","ALAJUELA - HEREDIA Y VICEVERSA","Origen – Destino","15","11","2023","335","","268000"
"RF005","ALAJUELA - HEREDIA Y VICEVERSA","T4471","ALAJUELA - HEREDIA Y VICEVERSA","Origen – Destino","14","11","2023","436","","348800"
"RF005","ALAJUELA - HEREDIA Y VICEVERSA","T4471","ALAJUELA - HEREDIA Y VICEVERSA","Origen – Destino","13","11","2023","341","","272800"
"RF005","ALAJUELA - HEREDIA Y VICEVERSA","T4471","ALAJUELA - HEREDIA Y VICEVERSA","Origen – Destino","10","11","2023","277","","221600"
"RF005","ALAJUELA - HEREDIA Y VICEVERSA","T4471","ALAJUELA - HEREDIA Y VICEVERSA","Origen – Destino","9","11","2023","340","","272000"
"RF005","ALAJUELA - HEREDIA Y VICEVERSA","T4471","ALAJUELA - HEREDIA Y VICEVERSA","Origen – Destino","8","11","2023","319","","255200"
"RF005","ALAJUELA - HEREDIA Y VICEVERSA","T4471","ALAJUELA - HEREDIA Y VICEVERSA","Origen – Destino","7","11","2023","383","","306400"
"RF005","ALAJUELA - HEREDIA Y VICEVERSA","T4471","ALAJUELA - HEREDIA Y VICEVERSA","Origen – Destino","6","11","2023","370","","296000"
"RF005","ALAJUELA - HEREDIA Y VICEVERSA","T4471","ALAJUELA - HEREDIA Y VICEVERSA","Origen – Destino","3","11","2023","330","","264000"
"RF005","ALAJUELA - HEREDIA Y VICEVERSA","T4471","ALAJUELA - HEREDIA Y VICEVERSA","Origen – Destino","2","11","2023","363","","290400"
"RF005","ALAJUELA - HEREDIA Y VICEVERSA","T4471","ALAJUELA - HEREDIA Y VICEVERSA","Origen – Destino","1","11","2023","288","","230400"
"RF004","ESTACION DEL ATLANTICO - CARTAGO","T4470","ESTACION DEL ATLANTICO - CARTAGO","Destino – Origen","30","11","2023","2685","","1892925"
"RF004","ESTACION DEL ATLANTICO - CARTAGO","T4470","ESTACION DEL ATLANTICO - CARTAGO","Destino – Origen","29","11","2023","2572","","1813260"
"RF004","ESTACION DEL ATLANTICO - CARTAGO","T4470","ESTACION DEL ATLANTICO - CARTAGO","Destino – Origen","28","11","2023","2513","","1771665"
"RF004","ESTACION DEL ATLANTICO - CARTAGO","T4470","ESTACION DEL ATLANTICO - CARTAGO","Destino – Origen","27","11","2023","2978","","2099490"
"RF004","ESTACION DEL ATLANTICO - CARTAGO","T4470","ESTACION DEL ATLANTICO - CARTAGO","Destino – Origen","24","11","2023","2559","","1804095"
"RF004","ESTACION DEL ATLANTICO - CARTAGO","T4470","ESTACION DEL ATLANTICO - CARTAGO","Destino – Origen","23","11","2023","2720","","1917600"
"RF004","ESTACION DEL ATLANTICO - CARTAGO","T4470","ESTACION DEL ATLANTICO - CARTAGO","Destino – Origen","22","11","2023","2950","","2079750"
"RF004","ESTACION DEL ATLANTICO - CARTAGO","T4470","ESTACION DEL ATLANTICO - CARTAGO","Destino – Origen","21","11","2023","2994","","2110770"
"RF004","ESTACION DEL ATLANTICO - CARTAGO","T4470","ESTACION DEL ATLANTICO - CARTAGO","Destino – Origen","20","11","2023","3060","","2157300"
"RF004","ESTACION DEL ATLANTICO - CARTAGO","T4470","ESTACION DEL ATLANTICO - CARTAGO","Destino – Origen","17","11","2023","2485","","1751925"
"RF004","ESTACION DEL ATLANTICO - CARTAGO","T4470","ESTACION DEL ATLANTICO - CARTAGO","Destino – Origen","16","11","2023","2889","","2036745"
"RF004","ESTACION DEL ATLANTICO - CARTAGO","T4470","ESTACION DEL ATLANTICO - CARTAGO","Destino – Origen","15","11","2023","2895","","2040975"
"RF004","ESTACION DEL ATLANTICO - CARTAGO","T4470","ESTACION DEL ATLANTICO - CARTAGO","Destino – Origen","14","11","2023","2917","","2056485"
"RF004","ESTACION DEL ATLANTICO - CARTAGO","T4470","ESTACION DEL ATLANTICO - CARTAGO","Destino – Origen","13","11","2023","2494","","1758270"
"RF004","ESTACION DEL ATLANTICO - CARTAGO","T4470","ESTACION DEL ATLANTICO - CARTAGO","Destino – Origen","10","11","2023","2361","","1664505"
"RF004","ESTACION DEL ATLANTICO - CARTAGO","T4470","ESTACION DEL ATLANTICO - CARTAGO","Destino – Origen","9","11","2023","3043","","2145315"
"RF004","ESTACION DEL ATLANTICO - CARTAGO","T4470","ESTACION DEL ATLANTICO - CARTAGO","Destino – Origen","8","11","2023","2448","","1725840"
"RF004","ESTACION DEL ATLANTICO - CARTAGO","T4470","ESTACION DEL ATLANTICO - CARTAGO","Destino – Origen","7","11","2023","2612","","1841460"
"RF004","ESTACION DEL ATLANTICO - CARTAGO","T4470","ESTACION DEL ATLANTICO - CARTAGO","Destino – Origen","6","11","2023","2419","","1705395"
"RF004","ESTACION DEL ATLANTICO - CARTAGO","T4470","ESTACION DEL ATLANTICO - CARTAGO","Destino – Origen","3","11","2023","2039","","1437495"
"RF004","ESTACION DEL ATLANTICO - CARTAGO","T4470","ESTACION DEL ATLANTICO - CARTAGO","Destino – Origen","2","11","2023","2970","","2093850"
"RF004","ESTACION DEL ATLANTICO - CARTAGO","T4470","ESTACION DEL ATLANTICO - CARTAGO","Destino – Origen","1","11","2023","2454","","1730070"
"RF004","ESTACION DEL ATLANTICO - CARTAGO","T4470","ESTACION DEL ATLANTICO - CARTAGO","Origen – Destino","30","11","2023","3891","228","2743155"
"RF004","ESTACION DEL ATLANTICO - CARTAGO","T4470","ESTACION DEL ATLANTICO - CARTAGO","Origen – Destino","29","11","2023","3634","158","2561970"
"RF004","ESTACION DEL ATLANTICO - CARTAGO","T4470","ESTACION DEL ATLANTICO - CARTAGO","Origen – Destino","28","11","2023","3875","213","2731875"
"RF004","ESTACION DEL ATLANTICO - CARTAGO","T4470","ESTACION DEL ATLANTICO - CARTAGO","Origen – Destino","27","11","2023","3516","192","2478780"
"RF004","ESTACION DEL ATLANTICO - CARTAGO","T4470","ESTACION DEL ATLANTICO - CARTAGO","Origen – Destino","24","11","2023","3659","259","2579595"
"RF004","ESTACION DEL ATLANTICO - CARTAGO","T4470","ESTACION DEL ATLANTICO - CARTAGO","Origen – Destino","23","11","2023","3846","251","2711430"
"RF004","ESTACION DEL ATLANTICO - CARTAGO","T4470","ESTACION DEL ATLANTICO - CARTAGO","Origen – Destino","22","11","2023","3525","175","2485125"
"RF004","ESTACION DEL ATLANTICO - CARTAGO","T4470","ESTACION DEL ATLANTICO - CARTAGO","Origen – Destino","21","11","2023","3645","214","2569725"
"RF004","ESTACION DEL ATLANTICO - CARTAGO","T4470","ESTACION DEL ATLANTICO - CARTAGO","Origen – Destino","20","11","2023","3616","140","2549280"
"RF004","ESTACION DEL ATLANTICO - CARTAGO","T4470","ESTACION DEL ATLANTICO - CARTAGO","Origen – Destino","17","11","2023","3748","159","2642340"
"RF004","ESTACION DEL ATLANTICO - CARTAGO","T4470","ESTACION DEL ATLANTICO - CARTAGO","Origen – Destino","16","11","2023","3932","108","2772060"
"RF004","ESTACION DEL ATLANTICO - CARTAGO","T4470","ESTACION DEL ATLANTICO - CARTAGO","Origen – Destino","15","11","2023","3898","188","2748090"
"RF004","ESTACION DEL ATLANTICO - CARTAGO","T4470","ESTACION DEL ATLANTICO - CARTAGO","Origen – Destino","14","11","2023","4044","100","2851020"
"RF004","ESTACION DEL ATLANTICO - CARTAGO","T4470","ESTACION DEL ATLANTICO - CARTAGO","Origen – Destino","13","11","2023","4185","150","2950425"
"RF004","ESTACION DEL ATLANTICO - CARTAGO","T4470","ESTACION DEL ATLANTICO - CARTAGO","Origen – Destino","10","11","2023","3632","169","2560560"
"RF004","ESTACION DEL ATLANTICO - CARTAGO","T4470","ESTACION DEL ATLANTICO - CARTAGO","Origen – Destino","9","11","2023","3542","175","2497110"
"RF004","ESTACION DEL ATLANTICO - CARTAGO","T4470","ESTACION DEL ATLANTICO - CARTAGO","Origen – Destino","8","11","2023","3852","135","2715660"
"RF004","ESTACION DEL ATLANTICO - CARTAGO","T4470","ESTACION DEL ATLANTICO - CARTAGO","Origen – Destino","7","11","2023","3756","204","2647980"
"RF004","ESTACION DEL ATLANTICO - CARTAGO","T4470","ESTACION DEL ATLANTICO - CARTAGO","Origen – Destino","6","11","2023","3714","201","2618370"
"RF004","ESTACION DEL ATLANTICO - CARTAGO","T4470","ESTACION DEL ATLANTICO - CARTAGO","Origen – Destino","3","11","2023","2426","139","1710330"
"RF004","ESTACION DEL ATLANTICO - CARTAGO","T4470","ESTACION DEL ATLANTICO - CARTAGO","Origen – Destino","2","11","2023","3388","152","2388540"
"RF004","ESTACION DEL ATLANTICO - CARTAGO","T4470","ESTACION DEL ATLANTICO - CARTAGO","Origen – Destino","1","11","2023","3951","138","2785455"
"RF003","UNIVERSIDAD LATINA - HEREDIA","T4469","ESTACION DEL ATLANTICO – HEREDIA","Destino – Origen","30","11","2023","936","","510120"
"RF003","UNIVERSIDAD LATINA - HEREDIA","T4469","ESTACION DEL ATLANTICO – HEREDIA","Destino – Origen","29","11","2023","2485","","1354325"
"RF003","UNIVERSIDAD LATINA - HEREDIA","T4469","ESTACION DEL ATLANTICO – HEREDIA","Destino – Origen","28","11","2023","2359","","1285655"
"RF003","UNIVERSIDAD LATINA - HEREDIA","T4469","ESTACION DEL ATLANTICO – HEREDIA","Destino – Origen","27","11","2023","2280","","1242600"
"RF003","UNIVERSIDAD LATINA - HEREDIA","T4469","ESTACION DEL ATLANTICO – HEREDIA","Destino – Origen","24","11","2023","2447","","1333615"
"RF003","UNIVERSIDAD LATINA - HEREDIA","T4469","ESTACION DEL ATLANTICO – HEREDIA","Destino – Origen","23","11","2023","2337","","1273665"
"RF003","UNIVERSIDAD LATINA - HEREDIA","T4469","ESTACION DEL ATLANTICO – HEREDIA","Destino – Origen","22","11","2023","2436","","1327620"
"RF003","UNIVERSIDAD LATINA - HEREDIA","T4469","ESTACION DEL ATLANTICO – HEREDIA","Destino – Origen","21","11","2023","2588","","1410460"
"RF003","UNIVERSIDAD LATINA - HEREDIA","T4469","ESTACION DEL ATLANTICO – HEREDIA","Destino – Origen","20","11","2023","2708","","1475860"
"RF003","UNIVERSIDAD LATINA - HEREDIA","T4469","ESTACION DEL ATLANTICO – HEREDIA","Destino – Origen","17","11","2023","2346","","1278570"
"RF003","UNIVERSIDAD LATINA - HEREDIA","T4469","ESTACION DEL ATLANTICO – HEREDIA","Destino – Origen","16","11","2023","2834","","1544530"
"RF003","UNIVERSIDAD LATINA - HEREDIA","T4469","ESTACION DEL ATLANTICO – HEREDIA","Destino – Origen","15","11","2023","2527","","1377215"
"RF003","UNIVERSIDAD LATINA - HEREDIA","T4469","ESTACION DEL ATLANTICO – HEREDIA","Destino – Origen","14","11","2023","2636","","1436620"
"RF003","UNIVERSIDAD LATINA - HEREDIA","T4469","ESTACION DEL ATLANTICO – HEREDIA","Destino – Origen","13","11","2023","2394","","1304730"
"RF003","UNIVERSIDAD LATINA - HEREDIA","T4469","ESTACION DEL ATLANTICO – HEREDIA","Destino – Origen","10","11","2023","2297","","1251865"
"RF003","UNIVERSIDAD LATINA - HEREDIA","T4469","ESTACION DEL ATLANTICO – HEREDIA","Destino – Origen","9","11","2023","2657","","1448065"
"RF003","UNIVERSIDAD LATINA - HEREDIA","T4469","ESTACION DEL ATLANTICO – HEREDIA","Destino – Origen","8","11","2023","2486","","1354870"
"RF003","UNIVERSIDAD LATINA - HEREDIA","T4469","ESTACION DEL ATLANTICO – HEREDIA","Destino – Origen","7","11","2023","2769","","1509105"
"RF003","UNIVERSIDAD LATINA - HEREDIA","T4469","ESTACION DEL ATLANTICO – HEREDIA","Destino – Origen","6","11","2023","2739","","1492755"
"RF003","UNIVERSIDAD LATINA - HEREDIA","T4469","ESTACION DEL ATLANTICO – HEREDIA","Destino – Origen","3","11","2023","2284","","1244780"
"RF003","UNIVERSIDAD LATINA - HEREDIA","T4469","ESTACION DEL ATLANTICO – HEREDIA","Destino – Origen","2","11","2023","2714","","1479130"
"RF003","UNIVERSIDAD LATINA - HEREDIA","T4469","ESTACION DEL ATLANTICO – HEREDIA","Destino – Origen","1","11","2023","2559","","1394655"
"RF003","UNIVERSIDAD LATINA - HEREDIA","T4469","ESTACION DEL ATLANTICO – HEREDIA","Origen – Destino","30","11","2023","1029","","560805"
"RF003","UNIVERSIDAD LATINA - HEREDIA","T4469","ESTACION DEL ATLANTICO – HEREDIA","Origen – Destino","29","11","2023","2413","30","1315085"
"RF003","UNIVERSIDAD LATINA - HEREDIA","T4469","ESTACION DEL ATLANTICO – HEREDIA","Origen – Destino","28","11","2023","2545","21","1387025"
"RF003","UNIVERSIDAD LATINA - HEREDIA","T4469","ESTACION DEL ATLANTICO – HEREDIA","Origen – Destino","27","11","2023","2711","87","1477495"
